"Check ID","Title","Severity","Repository","SCM Link","File Path","Lines","First Seen","Repository Status","Package","Installed Version","Fixed Version","Vendor Fix","Reachability","Direct","Package Roots","EPSS Score","CISA Published Date"
"CVE-2024-21538","cross-spawn: regular expression denial of service","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","cross-spawn","6.0.5","7.0.5, 6.0.6","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-21538","cross-spawn: regular expression denial of service","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","cross-spawn","7.0.1","7.0.5, 6.0.6","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2017-16137","nodejs-debug: Regular expression Denial of Service","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","debug","3.2.6","2.6.9, 3.1.0, 3.2.7, 4.3.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2017-16137","nodejs-debug: Regular expression Denial of Service","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","debug","4.1.1","2.6.9, 3.1.0, 3.2.7, 4.3.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-38900","decode-uri-component: improper input validation resulting in DoS","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","decode-uri-component","0.2.0","0.2.1","Yes","No","No","@testing-library/jest-dom@4.2.4,react-scripts@3.4.1","N/A","N/A"
"CVE-2024-42459","elliptic: nodejs/elliptic: EDDSA signature malleability due to missing signature length check","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","elliptic","6.5.4","6.5.7","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-42460","elliptic: nodejs/elliptic: ECDSA signature malleability due to missing checks","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","elliptic","6.5.4","6.5.7","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-42461","elliptic: nodejs/elliptic: ECDSA implementation malleability due to BER-enconded signatures being allowed","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","elliptic","6.5.4","6.5.7","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-48948","elliptic: ECDSA signature verification error may reject legitimate transactions","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","elliptic","6.5.4","6.6.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-48949","elliptic: Missing Validation in Elliptic's EDDSA Signature Verification","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","elliptic","6.5.4","6.5.6","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-27088","es5-ext contains ECMAScript 5 extensions. Passing functions with very  ...","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","es5-ext","0.10.53","0.10.63","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-1650","eventsource: Exposure of Sensitive Information","CRITICAL","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","eventsource","1.0.7","1.1.1, 2.0.2","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-29041","express: cause malformed URLs to be evaluated","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","express","4.17.1","4.19.2, 5.0.0-beta.3","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-43796","express: Improper Input Handling in Express Redirects","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","express","4.17.1","4.20.0, 5.0.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-0155","follow-redirects: Exposure of Private Personal Information to an Unauthorized Actor","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","follow-redirects","1.11.0","1.14.7","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-0536","follow-redirects: Exposure of Sensitive Information via Authorization Header leak","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","follow-redirects","1.11.0","1.14.8","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2023-26159","follow-redirects: Improper Input Validation due to the improper handling of URLs by the url.parse()","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","follow-redirects","1.11.0","1.15.4","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-28849","follow-redirects: Possible credential leak","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","follow-redirects","1.11.0","1.15.6","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2020-28469","nodejs-glob-parent: Regular expression denial of service","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","glob-parent","5.1.1","5.1.2","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-23362","nodejs-hosted-git-info: Regular Expression denial of service via shortcutMatch in fromUrl()","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","hosted-git-info","2.8.8","2.8.9, 3.0.8","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-21536","http-proxy-middleware: Denial of Service","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","http-proxy-middleware","0.19.1","2.0.7, 3.0.3","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-29415","node-ip: Incomplete fix for CVE-2023-42282","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","ip","1.1.5","-","No","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-28092","nodejs-is-svg: ReDoS via malicious string","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","is-svg","3.0.0","4.2.2","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-29059","nodejs-is-svg: Regular expression denial of service if the application is provided and checks a crafted invalid SVG string","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","is-svg","3.0.0","4.3.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-3918","nodejs-json-schema: Prototype pollution vulnerability","CRITICAL","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","json-schema","0.2.3","0.4.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-46175","json5: Prototype Pollution in JSON5 via Parse Method","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","json5","1.0.1","2.2.2, 1.0.2","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-46175","json5: Prototype Pollution in JSON5 via Parse Method","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","json5","2.1.3","2.2.2, 1.0.2","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-37601","loader-utils: prototype pollution in function parseQuery in parseQuery.js","CRITICAL","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","loader-utils","1.2.3","2.0.3, 1.4.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-37599","loader-utils: regular expression denial of service in interpolateName.js","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","loader-utils","1.2.3","1.4.2, 2.0.4, 3.2.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-37603","loader-utils: Regular expression denial of service","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","loader-utils","1.2.3","1.4.2, 2.0.4, 3.2.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-37601","loader-utils: prototype pollution in function parseQuery in parseQuery.js","CRITICAL","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","loader-utils","1.4.0","2.0.3, 1.4.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-23337","nodejs-lodash: command injection via template","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","lodash.template","4.5.0","-","No","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-26707","nodejs-merge-deep: Prototype pollution of Object.prototype via a constructor payload","CRITICAL","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","merge-deep","3.0.2","3.0.3","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-4067","micromatch: vulnerable to Regular Expression Denial of Service","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","micromatch","3.1.10","4.0.8","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-3517","nodejs-minimatch: ReDoS via the braceExpand function","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","minimatch","3.0.4","3.0.5","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-24771","node-forge: Signature verification leniency in checking `digestAlgorithm` structure can lead to signature forgery","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","node-forge","0.10.0","1.3.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-24772","node-forge: Signature verification failing to check tailing garbage bytes can lead to signature forgery","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","node-forge","0.10.0","1.3.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-0122","Open Redirect in node-forge","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","node-forge","0.10.0","1.0.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-24773","node-forge: Signature verification leniency in checking `DigestInfo` structure","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","node-forge","0.10.0","1.3.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"GHSA-5rrq-pxf6-6jx5","Prototype Pollution in node-forge debug API.","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","node-forge","0.10.0","1.0.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"GHSA-gf8q-jrpm-jvxq","URL parsing in node-forge could lead to undesired behavior.","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","node-forge","0.10.0","1.0.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2020-7789","nodejs-node-notifier: command injection due to the options params not being sanitised when being passed an array","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","node-notifier","5.4.3","8.0.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-3803","nodejs-nth-check: inefficient regular expression complexity","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","nth-check","1.0.2","2.0.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2020-15256","object-path: Prototype pollution could result in DoS or RCE","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","object-path","0.11.4","0.11.5","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-3805","nodejs-object-path: prototype pollution vulnerability","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","object-path","0.11.4","0.11.8","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-23434","object-path: Type confusion vulnerability can lead to a bypass of CVE-2020-15256","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","object-path","0.11.4","0.11.6","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-23343","nodejs-path-parse: ReDoS via splitDeviceRe, splitTailRe and splitPathRe","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","path-parse","1.0.6","1.0.7","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-25883","nodejs-semver: Regular expression denial of service","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","semver","6.3.0","7.5.2, 6.3.1, 5.7.2","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-45296","path-to-regexp: Backtracking regular expressions cause ReDoS","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","path-to-regexp","0.1.7","1.9.0, 0.1.10, 8.0.0, 3.3.0, 6.3.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-52798","path-to-regexp: path-to-regexp Unpatched `path-to-regexp` ReDoS in 0.1.x","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","path-to-regexp","0.1.7","0.1.12","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-45296","path-to-regexp: Backtracking regular expressions cause ReDoS","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","path-to-regexp","1.8.0","1.9.0, 0.1.10, 8.0.0, 3.3.0, 6.3.0","Yes","No","No","react-router-dom@5.2.0","N/A","N/A"
"CVE-2021-23368","nodejs-postcss: Regular expression denial of service during source map parsing","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","postcss","7.0.21","7.0.36, 8.2.10","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2023-44270","PostCSS: Improper input validation in PostCSS","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","postcss","7.0.31","8.4.31","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-23382","nodejs-postcss: ReDoS via getAnnotationURL() and loadAnnotation() in lib/previous-map.js","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","postcss","7.0.21","8.2.13, 7.0.36","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2023-44270","PostCSS: Improper input validation in PostCSS","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","postcss","7.0.21","8.4.31","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-23368","nodejs-postcss: Regular expression denial of service during source map parsing","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","postcss","7.0.31","7.0.36, 8.2.10","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-23382","nodejs-postcss: ReDoS via getAnnotationURL() and loadAnnotation() in lib/previous-map.js","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","postcss","7.0.31","8.2.13, 7.0.36","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-25883","nodejs-semver: Regular expression denial of service","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","semver","5.7.1","7.5.2, 6.3.1, 5.7.2","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-24999","express: ""qs"" prototype poisoning causes the hang of the node process","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","qs","6.5.2","6.10.3, 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, 6.2.4","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-24999","express: ""qs"" prototype poisoning causes the hang of the node process","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","qs","6.7.0","6.10.3, 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, 6.2.4","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-24033","nodejs-react-dev-utils: function getProcessForPort concatenates input argument into a command string","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","react-dev-utils","10.2.1","11.0.4","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2023-28155","The Request package through 2.88.1 for Node.js allows a bypass of SSRF ...","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","request","2.88.2","-","No","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-43799","send: Code Execution Vulnerability in Send Library","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","send","0.17.1","0.19.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2020-7660","npm-serialize-javascript: allows remote attackers to inject arbitrary code via the function deleteFunctions within index.js","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","serialize-javascript","2.1.2","3.1.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-43800","serve-static: Improper Sanitization in serve-static","LOW","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","serve-static","1.14.1","1.16.0, 2.1.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
